clean_comment
everyone in that room is  for the exact opposite which the speaker proposes i cannot help but wonder if this is davoss idea to control the narrative calm people to believe something is being done about this so we wont take matters in our own hands gotta keep our eyes peeled anytime any politician from any country speaks its happened nonstop since the 1950s just keep that in mind
its a about pumping out the units right on
do i not work everyday and still live in poverty without healthcare
monopolies are taking over capitalism it was made illegal for a very good reason that was distroyed in our life time we need to stop those by not reelecting any of those who hold office  we need to drain tue swamp ourselves trump didnt and they will not vote themselves less money  quite the opposite they use their time in office to fill their coffers not to serve the people and havent most of them for a very long time
we need a regulation of both big companies and government blackwater is acting as behind the scenes as our gov they have us in a vice we need to stop supporting any of them
its not capitalism but the desire to make a profit as the cost of people  the blatant disregard of the masses  so they are not doing capitalism for the good of all but for the good of those in power and owners of those companies and their monopoly of the system
he means the demmarats
polarization at the max not socialism vs capitalism there is no curing poverty when we kill our home earth and ourselves there is a solution in the middle we have yet to find propaganda at its finest comments have been filtered out to display only endorsing ones
in his 1980 presidential election campaign ronald reagan famously argued that government is not the solution but the problem lolking at the usa about 40 years later we  see the followingthe  us is the biggest debtor nation the world and guess who owns a major part of that debt  yes it is chinaamong the major economies it is the most unequal country both in terms of income and social mobility where as in africa where according to one donald trump where one finds most of the shho countries  life expentency is iincreasing in significant parts of  the us it has gone down and continues to do soi could go onbut the point is clear watch it the good people of argentina
brilliant speech
there are dozens of cuts and pastes in this speech
he looks like a pissed off frodo
seems some parts were cut out that worries me i like things uncut i manipulated to all me to trust credibility
that was not ai it was some indian guy saying it
boom
the world economic forum already knows everything that is being said here theyre just reeling back their oppressive influences for a while to gain your trust
phönix hypothese
nugget
fake
is this guy really saying what we want to hear or what i really dont know if its just a show or hes being for real anyway either hes putting on a show for the wef for some gain of his own country or really is putting a genuine truth out there for all of us globally i believe in our god given rights as humans to be individuals and have our own minds and ask questions not this collectivism stuff because ive seen it our past history as humans it destroys us in our minds body and spirit people are brainwashed into thinking they are better off being told what to do how to think how to act etc it just doesnt work economically or in any other status of being a human we were given minds to learn experience explore on this planet but it would be nice if we would stop fighting each other so much and learn to be more compassionate caring and respectful to our fellow humans we can be individuals and work together to be better people for the betterment of our society division because of skin color ethnicity etc is just ignorant because underneath it all we bleed the same color red god help us all
i love this guy
only wish you was a kenyan president
truth is in the middle capitalism is not the best and not the worst today it is cause of deforestation and pollution at large also it doesnt fight poverty or depends on it its manipulative repression its better then communism etc but certainly not the holy grail
wowwowwowwhat a bravedirectspeach
impersonator
best men 
its been a long time since i heard such a ridiculous speech  does anyone have any critical thinking left argentina was doing well with the social policies youd expect to see in scandinavian nations which by the way are doing well in most areas of importance up until 91 then the imf alongside the us dollar comes in winde on to 2001 and the nation was xxxx unregulated unrestricted capitalism is the reason every single nation is in vast debt the problem always with capitalism is eventually you run out of people to exploit resources to rape and other nations riches to steal you need regulation in all essential areas dont listen to numpty wholl leave office far richer than when he came in whilst having  allowed extensive exploitation of that nations vast natural resources you need to remove healthcare education transportation energy legal system politics prison system and other areas of societys core infrastructure out of the capitalist systemplenty of other areas to make fake fiat system profits 
go south american trump go woooo 
truly a man of his time
americas current sitting government is hell bent on taking up down
how come a south american president make a speech which will be perfect for george washington abraham lincoln or john kennedy what happened to united states why united states gave up of all its value milei is right
wow
ignorance at its greatest
just another puppet of elite
yes but we want total control of this planet and we have  so yeah
let me get this right this is a fake adultered computer generated version of a speech the lip movements have been changed to appear as if hes actually speaking in english when in fact he spoke in spanish this is not ai this is bs
amazing a man with brains and courage at last
brilliant  bang on
1000000000000000000 correct only the corrupt and brainwashed could disagree without facts
i wouldnt even give these leaders the benefit of the doubt well intentioned
wow
the west is getting back all the pain they put out the western world is built on the  blood of every nation they destroyed nothing last forever the crazy part is the west is being destroyed by the very hands that built it the west is greed is destroying the west just like the west lust for gold and greed destroyed everyone else countries
read the holy fireskarlakidis is going to change your life you see the truth and feel human
i love this guy
interesting what a warning  god bless 
we need more leaders like him
bswhen your system ends up creating companies too big to fail and govt has to socialize the free market your argument dies
this guy is awesome the problem with socalism is that you are forced to help others while being free and not telling people what to do will cause those same people to help those less fortunate we dont need to be forced to help others or being robbed with taxes and told its going to help others in the country when its used to buy bombs and kill others
brilliant  most knowledgeable economist i have heard since adam smith scottish author of the wealth of nations circa 1776  the 21st century world needs your economic insight and understanding sir  hope others will listen  god bless you
he then cited what he describes as myths regarding capitalism rejecting the idea that the nordic model is socialist and saying that the nordic countries are more promarket than people think he labelled the problem of social inequality as a lying hoax and said that social justice is unfair he concluded that this was a debate about values where socialism embodies envy resentment and coercion while capitalism or liberalism stands for the unrestricted respect for the life project of fellow individualsla charla tedx de milei donde explica la belleza del capitalismoin other words universal healthcare universal education proportional representation as a voting system and large scale collective bargaining for workers are capitalist objectives i cant imagine why hes so avidly against them
he speaks the true
yo biden this is what real leadership looks like
i like this guy he dared to say this in front of the people who are creating the problems
bet hes banned now what a legend though
428 when javier says in the ai version than socialism is altruistic towards others thats not a correct translation what he meant to say is that socialism is altruistic but only because it redistributes as they like to say a fancy word for plain stealing at gun point to pay the poor that keep voting them
hes more american than our president
when survival depends on pure capitalism its no longer survival its cannibalism economic absolutists are just conartists
the problem with deifying free market capitalism is that it is very hard to guarantee free market rulespeople in power often do not have the incentive to make such rulesanother problem is you still need some type of wellfare system if you dont want the elderly and disabled starve
those elites wants to control the people and the world thats the agenda of anti christ
awesome wisdom in this speech
milei what a fucking guy absolutely legendary 
some are worried i should watch my back
argentina says no too davos  period
argentina
this is an awesome speech
his english is excellent much    davosa man that speaks truth too the world
i am sorryi do need to repent too all of youi apologize and hold myself at anyones mercy
truth  your welcome
where is his chainsaw
gtpgts
what he talking about we all lives in capitalism system when all power and money printing in a hands small group of people less than 1 had all resources of 99 and those 9099 lived in a poverty this is a capitalism
love this guy his people found themselves a good one
deep states being defunded
i see a lot of editing  speach skipping the fact that hes gathering with globalist  im shocked to hear him speak opposite from the globalistis this an ai bot whats the gain here motive to calm the massesjesus said deception would be a signtexas border michelle obama on election form election year in usa wars in middle east  americans dying at the hands of iran todaybuyers beware whats coming down the pipethey cant repeat c vidso its got to be more wars and liesstand down  pray for truth to rise from the darkness trump 2024
afuera
wef et al must be outlawed
one to talk this is big mouth thinks he knows everything his country is a model citizen
bravo
aussie here he described our country now 
breaking  every american needs to be aware of this the secret service detail that surrounds and protects president trump has been ordered to not wear a red tie while protecting president trump this is antithetical to their dutys and protocol  let me explainremoving red ties from the secret service agents will make president trump more visible to a assassination attempt from a sniper at long range the removal of red ties from agents that surround and are in close proximity of trump will maxmize the very brief window of opportunity for a an attempt at assassinating president trump we the american people needwhe to ask who ordered agents to not wear red ties while protecting president trump  not only who ordered the agents but where that order came from
increíble 
biden and canadas president trudeau  are working overtime to destroy our lives 
i wish he does what he says in his country and we see the outcomes as evidencehopefully for the good as an economist i would say extremescapitalismsocialism are not good
totalitarian socialism and marxism have been proven to fail over and over and over finally someone who understands how best to ensure economic freedom to provide the most snd best opportunities for the people to lift themselves out of poverty  free market economic principles are not only superior for generating economic growth and opportunity it is the most moral system that generates the most opportunity for wealth building
brilliant
just to say  bravo bravo
who give him a black eye
if america keeps going down the path its on i will be heading to argentina
god these dictators okay maybe you should fix your country first instead of telling us how to run our business
london and washington have still brain from colonial timenew delhi peking moskva is power todaynew time free palestina
he just fully lied with klaus approval hes gonna do the opposite read this comment again next year
my internet still working stupid title
hes just like us hes different than the others but more than anything hes not boring
we need leaders like this in the uk not rishni sunak
his speech will fall on deaf ears unfortunately
now i am not rich but surely the world is more than about how much bloody money
the spirit of bitcoin no cbdcs 
finally  someone said it 
all he is saying is  and this is to the rich people and leaders keep it as it is because if u go to hard to quick you will lose it all he is worried about what he and them could lose  he was lol saying that we got it good now while how many work daily when life is for living  small small brains see through what they say its us and them and they really dont like us lot  please wake up it is coming
this guy is controlled opposition and if youre too foolish to see it youll believe anything
great speech
fuck the nwo
capitalism is great but needs to be overseen by the proper local governing bodies and not the illegal irswe need to look into all corporations especially governmental with a fine tooth comb and a microscope for criminal behavior go after the certain individuals who take advantage of people and commit financial crimes or theft federal government is corrupt and criminal
amazing speech he will have an accident tor the media elite will now cancel him out of his influential position or fabricate something
historical speech
oh god give us a president like him
he is symbol of poverty corruption lies and hungry
global poverty is just 5 he has clearly not travelled the world and his glasses  impair his ability to look beyond his ivory towers global gdp growth has only helped the top 000001 to accumulate 80 of entire earths wealth
fantastic speech
hes a good one
how would they have known that 95 percent of the worlds population was in poverty in 1800
these are the only types of political leaders who are worthy of their role the rest are wolves in sheeps clothing
fantastic
unfortunately the owners of the large hi tech tycoons corporations will do everything like the old days where 95 of humanity will be powerless they have enough money and resources to restore the old order against all the powerless who still trust politicians and authorities now most young people are naive and live alone they dont see anything except social media and they live in bubbles believing that the biggest problem in the world is gender inequality and voluntarily giving up their freedom perfect slaves because they are voluntary no thought as to who will benefit
bruh dont even look real
er hat die gefahr des sozialismus erkannt wir in deutschland sind gerade mittendrin und stürzen wirtschaftlich gerade in den abgrund hervorragende rede mit weitsicht
he is a controlled opposition
long live freedom damn it
mindfulness ok
this guy isnt saying anything new under the sun hes basically advocating for lessaizfaire economy nostate just businesses so anarchocapitalism its just baffling to me how one can propose such a thing when some big businesses if left unchecked will wreck havoc on the planet the environment society etc like they have for hundreds of years now yes capitalism has taken us far but the system only cares about profit and the accumulation of capital social environmental responsibility isnt written into it thats why there has to be an entity call it the state that handles such inefficiencies yes too much concentrated power on the state is bad but capitalism if left unchecked leads to big monopolies  a few companies taking over on the one hand capitalists say the state is bad because it holds too much power on the other leftistsstatistscollectivists say capitalism is bad because it leads to capital accumulation on a few hands both of them are right problem isnt with capitalism or socialism the problem is with concentrated power we must not let either big businesses get too big buy everything destroy the planet or big governments have too much power drownout businesses spread corruption etc its really sad to not see people try to see things objectively anymore im either bombarded by leftists or anarchocapitalists anyways inequality is at an alltimehigh this guy is just looking at the stats and numbers that he likes and that serve his theory of how anarchocapitalism is great rest of you delighting in the comments saying hes like a hero for spewing neoliberal propaganda why
this speech broke nothing  guys a clown
the truth and nothing but the truth so help him godamen we have been warned once again
is it me or does this look like ai video and sound 
what an inspiration the world over god bless this man
this gentleman did his homework
dont trust noone who speaks at the world economic forum
brilliantly said go argentina
640 todays world is more freer peacefuller and more prosperous than ever before particularly for those countries than respect freedom and individual property rights because free countries are 12x richer than repressed ones javier milei 
the state is the primary problem in america its time to stop all this corruption and propaganda from this great nation god bless us all in jesus christ name i pray  amen may we all be free of dictators and socialism
this gentlemans ideas are those of free market enterprise and libertarianism not so much a capitalist schill
what a wonderful speech
god protect this man  in jesus name amen
go argentina go
people act like socialism is a bad thing you guys are all so tirelesly brainwashed
trump 2024wake up fellow cicitzens
the les battersby of world politics
love this man and the only way to achieve free market capitalism is for every citizen to stop voting stop filing and say no to any type of governmenti am the parakletos
he says the truth
at last  someone coeherent his speech is probably the most importante one this year a magns class
isnt it funny they want to gain our trust as the world has woken up cancel them all trust them not
what a speech you cannot make a clearer case than this the problem with socialism is that eventually you run out of other peoples moneymargaret thatcher
the first person i would vote for as  earths president he would make the perfect first president of the planet
chapeau mr milei
i wonder if robert habeck could deliver or follow up such a speech
el presidente juan bautista alberdi liberal hizo grande argentina a finales de 1800 hoy milei abraza las ideas de alberdi para hacer mi pais grande de nuevo magay viva la libertad carajo
watched up to 4 mins so far firstly i think the initial assumptions are kind of misguided more than anything global gdp increase was stagnant up until 1800s is really saying large scale increase in gpd happened when we departed the gold standard of currency before this time to make more money you had to dig it out of the ground or steal it from someone else after this you just had to print and leverage more from the bank of course the economy grew i would like to see this data offset against inflation
socialism is used right way in nordic countries and successful of it people do not know the difference between socialism and communism
he lied  western puppet
well said
econ master class 
somehow i have a bad feeling about this really someone from the lions lair is talking about banning meat this is either a huge glitch in the matrix or a preplay on companies capitalism taking over all fields of the state socialism i really hope its the 1st
loved it
dont get too excited alt news lovers milei is in israels back pocket and he is backflipping on election promises already in argentina there will be a revolt very soon against him mark my words these so called heroes are fake puppets put out to lead the opposition eg tucker carlson ben shapiro jordan peterson elon musk russel brandwho is married to a rothschild stand alone
we need more courageous and truthful  leaders like you pres javier milei god bless you mightily
so glad people are speaking up against the ridiculous social ideologies these leftist are pushing
is this really happening wonderful to see this
just remember im calling it now he did not commit an epstein
morally desirable no morals in capitalism at all
theyll call you antisemitic for sharing this
intelligent man
facts
free market capitalism wont work in an ai world where theres simply less and less work to do screw this youtuber for the ai voice even if thats useful you still stole his voicegreat speech nonetheless i admire him and his idea but i just cant see pure capitalism working much longer especially today in a world with no morals and mass stealing technology we call ai
this is fake though yeah
thats the only fucking way  the people with the money cant just downsize and equalize wealth distribution 
capitalism is bull shit equality for all is the only way and if anything the people with the money should no longer have it at all
the great reset 
truth it amazes me anyone can debate this
germany in a nutshell
if something seems too good to be true it typically is
amazing the majority of the world sees what is happening but our country turns a blind eye it makes me sad to see our home and freedoms slip between our fingers because of ignorance and greed
now you are talking javier
voy a vivir en argentina
i hope he spoiled the party lol
statisic
javier milei gave up all his political power to the expresident mauricio macri as soon as he could 4 days into power all the former presidents ministers the political cast as he calls them took office displacing mileis own people he betrayed his political supporters in less than a week a total record in argentinian politics
as a side note javier is delusional he is not the one ruling the country he doesnt have his shit together and he will be overthrown sooner than later because hes leading the country into an institutional and political mayhemhes trying to be a rightwing dictator in any way he canpray for us
get bent davos long live argentina
argentina you are lucky to have this new president he will bring argentina to better future
keep your head down mate the us wont like this
this guy is taking aim at the fed market failures and depressions dont occur unless the central banks are messing with the money supply on purpose
i know where im moving if we in the us dont take back control of our values
top speech very very good he really got guts and his to be felicitate he spoke absolute truth 
mili je komicar nista on nece resiti
we in the usa need to have president milei give this speech before both the us senate and the us house of representatives  then maybe government would get out of the way of true progress
the main problem is that the elites control the world and they arent exactly smart just look at the entire biden administration who phizeretc fauci literally admitted in court that he created the virus yet ppl still believe anything else the media has to say instead of that truth then they tried to make the jabs mandated and that corrupted the entire working class now places are still desperate for workers still because of that ignorant socialist mistake hospitals are still suffering by not having enough employeesstaff
government should focus on protecting individual rights life liberty property and ensure equality under the law
absolutely we are at threat i have seen this for a few years now k
he is awesom fk socializm
looks deepfake
check f mate
the wef is trash
what a brave man  he knows that his very life is in danger just for giving this speech
bravo 
i sure pray more people see this
he failed to address some of the reasons why people take on a socialist stance at all rampant corruption in capitalism is the culprit a near perfect system where the needs of a few are met without adhering to the rules capitalism was never designed to be compatible with corruption and it shows at every level of life currently
100 right on the money thanks to javier for his speech
he is a huge zionist that is why he was allowed to say this they intend to make the wef the image of villains so when people like this oppose them they we be accepted by the masses and accept any solution and order provided as a result of this chaos solutions that would never be accepted without the problems that these villains have encouraged and endorsed
he intentionally extorts facts in favor of the capitalism we have to thank scientists and entrepreneurs for living prosperous but pure capitalism leads to the global dominance of large monopolies like faang microsoft starlink etc which squiz the juice of the people forcing them into poverty even in well developed countries
it is clear that socialism in germany is killing it the european powerhouse will die if they dont change in the next 50 years
you guys do know its not a free market right
who asked you to judge socialism you have plenty of problems in argentina focus on corruption criminality and 200400 inflation first
he is talking about history long ago seemingly living in the past we are now moving into a new time a time of ai where its possible that everyone is well off things need to change and this a great time to do it ai is the only tool right now obviously free of tax 
wow i didnt know chudjak was real billions must listen
extreme profit hunger is the main problem in every way they reducing costs using cheaper materials generating more toxic waste and just sink it to achieve more profit raising prices markets want more profit so they raising prices too they say the population damaging the earth so raising prices but in reality the extreme growing profit hunger damaging the earth and the peoples health rich ones want to be more rich and want the other 9999 to be as poor as possible to work hard and make more profit for them its like the car projects e cars arent saving anything just a good buisnes cars only producing about 1 emissions from the global emission rate carbon footprint toxic wastes from li battery producting etc doesnt matter just buy our expensive ecar and burn the old ones if we stop producting of short life scrap and start to make longlasting good stuff the cost would be barely higher if you buy a car and it last 3040 or more yrs with minimal repair it much less carbon or toxic footprint and not just cars in every way we should follow this and we save the world like light bulb cartel waste no matter if it profits electronical devices too they got slow and working badly not because they got weaker or damaged the companies want you to buy new one always see the specs of an old z2 phone which have strength to play 1080p vids good graph games and the internet was fast on it now that hardware cant run messenger  this is the real problem the consumer society
i love him
my internet is still working reported
can someone please summarize is he socialist or something
bravoooo speech of the year
thank you  and now protect this man
the world builds on small businesses  not monopolies
guys he is a puppet dont let them play you he is openly an israeli supporter
down with communists and globalists that took over the west and their governments
how could the liberal milei support elensky an evil director in imprisoning his compatriots is it possible that milei like elensky said one thing but actually did another
how could the liberal milei support zelensky an evil director in imprisoning his compatriots is it possible that milei like zelensky said one thing but actually did another
he looks like austin powers ngl
if you free money you will eventually enslave life
show me a video thats not edited
i doubt if he will be invited a second time
you are a great leader sir  i wish you were the prime minister of canada
i like how the commercial about the wagner group working with russia keeps coming on during political videos
wow
world leader
so problem of nato world is socialism and not imperialismwho ordered uranium invasion on iraq lybia afghanistan on false pretext of wmdwas it socialism
this man is a legend
did he say world poverty was less then 5 pre2020
outstanding speech
lets see how this crazy ideologue plays his country dead
for the first time in history what is already called the most important speech so far of xxi century was processed with the use of ai they way  argentinas president speaks several languages as a native speaker with his own though artificially recreated voicefrom the technological point of view this is the historical first such application of ai for world wide audience
he wont be invited back 
canada will follow suit with pierre poilievre the sooner the better
what is everyone so excited about this guy do you even understand what he is saying you all have master degrees in political science women rights are harmful ideas jeez so many sad lonely men in commentsget better soon
capitalism  slavery with extra steps change my mind
jesusthank you for ai generated tools used in the right way  this man is beautifully talented  well spoken please god protect this man  please allow others to head his warnings
this guy is deluded speaking as if mr market and the humans comprising the market are nice kind people get real
he is worst than stalin and lenin
god bless this man
i could not agree less
guys an absolute legend
i hope his speech weakens the people i like what he says about the government is not the solution the government is the problem  we see it very clearly right now in america 
thank god a man that is not afraid to tell the truth
at last someone with brains and common sense not a dictator
yes my man we will stand together saftey in numbers we will unite good bye dictators
absolutely correct and his approach is the only way forward for freedom loving people push back to recover the principles america was built upon and guaranteed in our constitution
alguien más lo escucha como si tuviera acento indio jaja
isnt nearly everybody in this audience one of the political parasites he is warning of are they clapping bcuz they are amazed at the last time they will see him alive
628 spitting my drink
we the people must stop these sick politicians
boooom  the wef ballon just popped this guy is my hero
fake messiah
i like this guy 
i have watched this video of javier mileis speech at the world economic forum and heres a summary of his main points for those who would rather read it than hear or watch it1 free market capitalism is the only way to end world poverty javier milei argues that free market capitalism has lifted 90 of the worlds population out of poverty and is the only morally desirable system to achieve it he cites the historical data that shows how economic growth has accelerated since the 19th century and that countries with free markets are much richer than those with repressed markets2 socialism is a failed system that leads to poverty and misery javier milei argues that socialism has always and everywhere been a failure and that it is responsible for the deaths of over 100 million people he claims that the main problem with the west today is that it is being undermined by its own leaders who are advocating for socialism3 neoclassical economic theory is flawed and leads to socialism javier milei argues that neoclassical economic theory is based on a flawed model of the market and that this leads to regulations that hinder economic growth and open the door to socialism he claims that the solution to market failures is not more regulation but less4 the west is in danger of embracing socialism javier milei argues that the west is facing a significant threat because its leaders are coopted by a world that inevitably leads to socialism he warns that if the west continues on this path it will condemn itself to poverty and misery5 entrepreneurs are heroes who contribute to society javier milei argues that entrepreneurs are not villains but heroes who create jobs and contribute to the wellbeing of society he encourages entrepreneurs not to be intimidated by the political class and to continue to create wealth6 the moral underpinnings of free market capitalism are superior to those of socialism javier milei claims that free markets incentivize hard work and innovation while socialism rewards idleness and discourages individual achievement7 specific examples of how free markets have lifted people out of poverty are provided javier milei mentions the economic booms in china and india in recent decades and attributes these to their embrace of free market principles8 acknowledging that free markets are not perfect javier milei argues that the benefits of free markets far outweigh the drawbacks and that the best way to address inequality is through economic growth not government redistribution9 javier milei criticizes what he sees as a growing trend of anticapitalism in the west he blames this trend on a number of factors including the rise of social media the decline of traditional institutions and the increasing influence of identity politics10 javier milei concludes with a call to action urging viewers to defend free markets and to fight against the spread of socialism he believes that the future of the west depends on our ability to preserve the principles of individual liberty and economic freedomeven though some details might be missed in this summary i hope that you found it useful
friedman and hayek just cried tears of joy from up in the sky
guy seems like an expert populist speeches are very nice and get attention lets see and follow his actions for the next years i am not enchanted by him like most here
edits every 2 seconds
there is a spanish speech this on in english looks ai to me
its ai approved i
theres something really creepy about him so no thanks
religious and political jewery is our number one problem our nations are being destroyed because of a small group of powerful and influential people  theyve been working for decades to undermine and corrupt all of our institutions   once you realize whats gone on  everything happening today makes sense they see us as christian and want us destroyed     they cry out about history from 2000 years ago we must end the corruption and influence  point out what this group is doing
we fought the wrong enemy in 1939 and for that humanity lost ww2
this man is the true inspiration of the free world let there be 100s of world leaders just like this man of hope god bless and long live javier milei
timely prescient and brilliant to the power of 100
may the  lord god  bless argentina and its new leader president milei
wow such passion
viva la argentina i did an entrepreneurship class as a study abroad program in mendoza many years ago we took classes learning about the economic struggles and crashes they have experienced over the years which were horrific for the people because of a socialist system i love the argentinian people and are so grateful to see that they have such a great leader now given the time i believe he will turn the ship around completely 
as a french i feel comflicte because not only does he say a lot of true things but at the same time our healfcare system allowed everyone to access health products no mather what salary you gain then again its our bills that pay for it the market itself is mostly left untouched so i guess it dosnt count however its true that the state itself has become a problem by having leaders who dont seem to know whats really going on or simply dosnt care then again leading a country dosnt sound easy not at all so overall i support this man i may not 100 aggree with everything but hes trully on a right path wished france had a man like that on top
i hope that at the end of this year milei and trump can meet and our two countries can start a beautiful economic friendship
u cant tell youtube to not recommend wefs channel theyre special comments off every time
tell this to maga who side with putin communism
this is a 
viva argentina
god has a plan for this world and he is never late god bless javier milei
finally one country leader seems sane in this completely derailed world congratulations argentina looks like you have a true character in the saddle
nailed it
fancy words by a globalist puppet regulated capitalism is one thing but this guy favors the monsters of corporate disaster capitalism where the few fewdal techno lords rule while everyone else becomes a slave to the new high tech feudalism
true president
this video has been edited
its the cheap fossil fuels not the economic system
the clip out at 12at a very important point 
 the most important reason for the juggler to put on this show is not just to entertain the audience of course its a subtle gesture and a subtle sign of who we are and the huge difference between us and the jugglers even if its not overtly obviousafter all if the jester has to put on a show it is because there are those he has to entertain so never forget that the charlatan and his appendages are nothing more than a team of jesters and jugglers on stageif you know your true nature and who you really are the charlatan and his appendages also will always know that they are nothing more than a juggler on the a stage
he is 100 percent right
unfortunatelydespite his belief in it deep down he knows that he tells a fairy tail check his bio he is a wef puppet since long before he got to be a president of argentina sold his country like everyone else just with an extra fanfare and illusion of making strps back
queria que o brasil tivesse um javier milei e uma economia bacana
his analysis is so so flawed forget about the causes science  technology breakthrus wars and robbing the continents and slavery just pure time serious analysis and the hockey stick graph 
why did anyone have to listen to this when it is obvious what is taking place you would have to be living under a rock  the real truth is called new world order
the earth is flat
i envy argentina such a president poland would need such a president both my country and the entire european union are going to the dogs
aoc and the democrats should watch this
excellent speech
does he not think all citizens should have equal rights
dont get distracted the main theme of the wef this year is rebuilding trust after all im not trusting all of this
if youre smart you wont take anything that has to do with ai seriously   dont normalize it when it comes to politics  very dangerous
trust me lolololol no mames pto
he was not the only one who pushed back at the wef meeting of creeps  heritage foundation ceo did as well as another told klaus that he and his group at the wef were the problem and to get fkd  these people will not be invited again to speak truth
bla bla bla 
thats the biggest fake and baddest ai switch ever dont believe look at eyes and mouth u see its fake
honestly scandinavia showed it can be done the horrible offspring shown today where big banks can play freely with your money then when they fuck up you foot their bill through increased taxation cause the nation cant afford for the institution to go bankrupt is nothing but greed gone wrong saved by good intentions and fed by hopes of prosperity eternal economical growth is impossible it can only be achieved aslong as someone has little and others hve by comparison more how else would you measure said growth you could theorize it but then the growth is in itself arbitrary
hey i like socialism it did pretty well for germany i bet if europeans became powerhouses like germany back then theyd love it too the problem is the banks
i would vote for this man he has principle and integrity what a breath of fresh air
excellent speech
wheres klaus lol
this guy is on point hell yes finally someone speaks out on the right platform in the right place capitalism is the only way for prosperity socialism is a farce has never worked  never will
has this been edited
incrível como milei quebrou a internet falando o óbvio mas que o povo não quer engolir milei é incrível
i mean i think abortion should be allowed at the very least for medical reasons or when the child is the result of a criminal act but otherwise sure ban it as to the other stuff i dont really understand enough about economy to form an actually opinion other than number go up  good things as to the speech itself it was well spoken though i think he could stand to fit in more eye contact and less reading from the script but i get it i dont want to memorize an entire speech either its clear a lot of careful care and thought went into the speech itself
